"id","ym","duration_cat","sales_amt_cat","sales_cnt_cat","unique_cust_cat","aov_cat","ind_sales_amt_rat","ind_sales_cnt_rat","ind_rank_rat","ind_cancel_rat","has_dlv_cat","m_rat","f_rat","age_20_under_rat","age_30_rat","age_40_rat","age_50_rat","age_60_over_rat","m_20_under_rat","m_30_rat","m_40_rat","m_50_rat","m_60_over_rat","f_20_under_rat","f_30_rat","f_40_rat","f_50_rat","f_60_over_rat","re_cust_rat","new_cust_rat","resid_cust_rat","office_cust_rat","move_cust_rat","is_brand","big_ind","dong"
"40AA7DDA7E","2023-05-01",4,3,3,3,4,83.8,183.3,19,22.7,0,62,38,14.8,21.9,24.2,25.8,13.3,9.176,13.578,15.004,15.996,8.246,5.624,8.322,9.196,9.804,5.054,35.15,6.68,47.5,15.3,37.3,1,"한식음식점","행당제1동"
"40AA7DDA7E","2023-07-01",4,3,3,3,4,85.6,210.9,19,21.7,0,63.5635,36.5365,14.3,19.6,25.9,26.8,13.5,9.0805,12.446,16.4465,17.018,8.5725,5.2195,7.154,9.4535,9.782,4.9275,38.24,7.84,52.5,18,29.5,1,"한식음식점","행당제1동"
"40AA7DDA7E","2024-04-01",4,3,3,3,4,78,199.6,25.5,19.3,0,64,36,12,19.5,26.1,28.7,13.7,7.68,12.48,16.704,18.368,8.768,4.32,7.02,9.396,10.332,4.932,36.65,8.52,36.4,23.6,40,1,"한식음식점","행당제1동"
"4E4FF6A584","2024-05-01",3,2,2,1,4,210.3,419.4,7.4,17.5,0,67.3,32.7,53.3,12,10.1,18.2,6.4,35.8709,8.076,6.7973,12.2486,4.3072,17.4291,3.924,3.3027,5.9514,2.0928,38.82,6.19,37.3,11.5,51.2,1,"한식음식점","사근동"
"4FF64DE415","2023-03-01",2,1,3,3,2,341.8,213.8,2.7,21.1,0,53.4465,46.4535,8.8,21.8,28.4,19.4,21.5,4.708,11.663,15.194,10.379,11.5025,4.092,10.137,13.206,9.021,9.9975,22.91,6.89,58.3,6.3,35.4,1,"한식음식점","금호2.3가동"
"64477AD191","2024-08-01",3,4,2,3,5,46.6,261.3,35.8,17.1,0,60.4,39.6,22.5,26.2,17.5,17.5,16.3,13.59,15.8248,10.57,10.57,9.8452,8.91,10.3752,6.93,6.93,6.4548,25.6,7.86,20.2,23.1,56.7,1,"커피-음료","왕십리도선동"
"64477AD191","2023-03-01",3,4,2,3,5,53.6,270.7,34.1,15.9,0,61.1388,38.7612,23,23.8,19.9,21.1,12.1,14.076,14.5656,12.1788,12.9132,7.4052,8.924,9.2344,7.7212,8.1868,4.6948,27.91,7.4,24.3,17.8,57.9,1,"커피-음료","왕십리도선동"
"67A793BE25","2023-03-01",4,1,1,1,4,289.1,586.3,6.2,18.7,0,25.9,74.1,57.8,26.7,5.1,8.4,2,14.9702,6.9153,1.3209,2.1756,0.518,42.8298,19.7847,3.7791,6.2244,1.482,16.92,8.82,14.5,17.8,67.7,1,"양식음식점","성수1가제2동"
"6947245C66","2024-06-01",5,5,4,4,4,18.1,14.1,59.8,15.7,0,39,61,7.2,21,26.7,29.7,15.4,2.808,8.19,10.413,11.583,6.006,4.392,12.81,16.287,18.117,9.394,15.98,6.51,50,7.1,42.9,1,"분식전문점","행당제1동"
"6947245C66","2024-04-01",5,5,4,4,4,18.3,15.8,60.5,16.1,0,39.9,60.1,7,21.1,27,30.3,14.6,2.793,8.4189,10.773,12.0897,5.8254,4.207,12.6811,16.227,18.2103,8.7746,17.83,9.55,64.3,0,35.7,1,"분식전문점","행당제1동"
"73583653A0","2024-04-01",3,3,1,1,5,262.9,363.2,6.6,16.1,0,61.7,38.3,21,31.3,22.2,18.1,7.4,12.957,19.3121,13.6974,11.1677,4.5658,8.043,11.9879,8.5026,6.9323,2.8342,38.34,6.6,30.8,31.2,38,1,"분식전문점","성수1가제2동"
"104031A6C2","2023-10-01",4,6,6,6,6,0,0,28.8,12.2,1,51.8,48.2,0,7.7,19.2,50,23.1,0,3.9886,9.9456,25.9,11.9658,0,3.7114,9.2544,24.1,11.1342,10,0,NA,NA,NA,1,"육류판매","마장동"
"150889572A","2024-06-01",4,6,6,6,6,0,0,73.2,14.5,1,26.2262,73.8738,45.5,33.2,14.6,4.9,1.9,11.921,8.6984,3.8252,1.2838,0.4978,33.579,24.5016,10.7748,3.6162,1.4022,11.44,0,NA,NA,NA,1,"제과점","성수1가제2동"
"1F01798D03","2023-02-01",4,3,2,2,4,205.3,232.3,13.5,9.3,0,44.2442,55.8558,20.3,26.2,21,18.8,13.8,8.9726,11.5804,9.282,8.3096,6.0996,11.3274,14.6196,11.718,10.4904,7.7004,19.99,8.74,25.1,28.1,46.7,0,"분식전문점","성수1가제2동"
"1F01798D03","2023-05-01",4,3,1,1,5,229.8,301.1,13,9.5,0,41.1,58.9,23,29.8,20.2,16,11,9.453,12.2478,8.3022,6.576,4.521,13.547,17.5522,11.8978,9.424,6.479,19.52,11.27,20.1,20.8,59.1,0,"분식전문점","성수1가제2동"
"241A9CFA07","2024-07-01",3,6,6,6,6,0,0,89.7,2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"수산물판매","행당제2동"
"4349A8302A","2024-04-01",3,3,1,1,5,105,119.6,22.6,11.8,0,57.3573,42.7427,25.4,26.7,18.6,17.6,11.8,14.5542,15.2991,10.6578,10.0848,6.7614,10.8458,11.4009,7.9422,7.5152,5.0386,36.01,6.48,70.1,3,26.8,0,"패스트푸드점","금호2.3가동"
"61472439B5","2024-04-01",3,6,6,6,6,0,0,97,17.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"커피-음료","성수2가제3동"
"6A2D56434E","2023-01-01",3,2,3,3,3,364.9,238.8,1.3,14.3,0,66.2,33.8,64,19.7,6.8,7.9,1.6,42.368,13.0414,4.5016,5.2298,1.0592,21.632,6.6586,2.2984,2.6702,0.5408,12.07,4.71,34.9,8.1,57,0,"치킨전문점","사근동"
"701E62EE56","2023-06-01",5,2,3,2,3,211.1,245.3,8.8,22.3,0,47.2,52.8,61.1,19.5,7.8,9.1,2.5,28.8392,9.204,3.6816,4.2952,1.18,32.2608,10.296,4.1184,4.8048,1.32,11.98,7.94,23.3,6.8,69.9,1,"한식음식점","사근동"
"868FFBF701","2023-04-01",6,1,2,2,3,210.3,268.2,50.1,17.2,0,50.9509,49.1491,15.6,24,23.5,21.9,15.1,7.9404,12.216,11.9615,11.1471,7.6859,7.6596,11.784,11.5385,10.7529,7.4141,15.94,36.5,40.8,9.6,49.7,1,"일식음식점","왕십리도선동"
"8CA6B75925","2024-02-01",4,3,3,3,3,281.4,100.3,5.2,16.4,0,26.2737,73.6263,56.2,27.2,8.4,6.2,1.9,14.7806,7.1536,2.2092,1.6306,0.4997,41.4194,20.0464,6.1908,4.5694,1.4003,3.15,6.37,10.9,7.6,81.5,1,"호프-간이주점","성수1가제2동"
"9042A5401C","2023-12-01",3,4,3,4,5,39.5,36.2,40.1,14.1,0,53.6463,46.2537,22.6,37.8,19,14.8,5.7,12.1362,20.2986,10.203,7.9476,3.0609,10.4638,17.5014,8.797,6.8524,2.6391,32.53,5.72,15.8,21.1,63.2,1,"커피-음료","용답동"
"9042A5401C","2023-08-01",3,4,3,4,4,33.9,54.9,36.3,12,0,52.5,47.5,20.4,39.8,17.6,15.7,6.5,10.71,20.895,9.24,8.2425,3.4125,9.69,18.905,8.36,7.4575,3.0875,32.93,10.44,11.6,23.3,65.1,1,"커피-음료","용답동"
"9042A5401C","2024-07-01",3,4,3,3,4,47.4,31.6,40.1,14.2,0,55.2447,44.6553,24.5,41.5,15.5,13.1,5.3,13.5485,22.9495,8.5715,7.2443,2.9309,10.9515,18.5505,6.9285,5.8557,2.3691,30.31,9.92,23.3,11.6,65.1,1,"커피-음료","용답동"
"9042A5401C","2024-01-01",3,4,3,3,4,55.7,35.6,38,14.4,0,54.1458,45.7542,21.7,39,19.2,14.8,5.2,11.7614,21.138,10.4064,8.0216,2.8184,9.9386,17.862,8.7936,6.7784,2.3816,32.6,8.29,12.8,25.5,61.7,1,"커피-음료","용답동"
"9042A5401C","2024-12-01",3,4,3,3,4,59.7,42.9,34,18,0,52.7527,47.3473,24.7,43.2,13.6,13.6,5,13.0169,22.7664,7.1672,7.1672,2.635,11.6831,20.4336,6.4328,6.4328,2.365,26.55,8.51,16.3,18.4,65.3,1,"커피-음료","용답동"
"9042A5401C","2023-04-01",3,4,3,3,4,48.5,91.8,49.1,11.3,0,52.8528,47.2472,17.3,40.3,17.3,18,7.2,9.1344,21.2784,9.1344,9.504,3.8016,8.1656,19.0216,8.1656,8.496,3.3984,35.9,38.46,3.3,18.3,78.3,1,"커피-음료","용답동"
"9042A5401C","2024-06-01",3,4,4,4,4,31.8,19.7,40.4,14.2,0,56.4,43.6,24.3,41.1,16.2,13.3,5.1,13.7052,23.1804,9.1368,7.5012,2.8764,10.5948,17.9196,7.0632,5.7988,2.2236,30,10,20,12.5,67.5,1,"커피-음료","용답동"
"999B6B5297","2024-11-01",5,4,4,3,4,50.3,49.7,29.3,15.4,0,45,55,5.9,26,34.8,22.8,10.5,2.655,11.7,15.66,10.26,4.725,3.245,14.3,19.14,12.54,5.775,36.7,4.22,86.4,0,13.6,1,"분식전문점","행당제1동"
"9D2E924E3E","2024-08-01",3,4,4,4,4,30.3,46.1,53.8,16.8,0,50.7,49.3,20.2,19.9,26.3,25.4,8.2,10.2414,10.0893,13.3341,12.8778,4.1574,9.9586,9.8107,12.9659,12.5222,4.0426,24.83,4.66,60.5,7.9,31.6,0,"양식음식점","행당제1동"
"9D2E924E3E","2024-03-01",3,4,4,4,4,31.7,43.9,51.2,16.7,0,48.2482,51.8518,19.4,21.9,27.2,24.2,7.4,9.3508,10.5558,13.1104,11.6644,3.5668,10.0492,11.3442,14.0896,12.5356,3.8332,24.67,4.67,54.8,19,26.2,0,"양식음식점","행당제1동"
"9D2E924E3E","2024-02-01",3,4,3,3,4,40.9,63.5,50,16.3,0,48,52,18.9,22.3,27.9,23.7,7.2,9.072,10.704,13.392,11.376,3.456,9.828,11.596,14.508,12.324,3.744,24.01,6.99,63.2,12.3,24.6,0,"양식음식점","행당제1동"
"9D2E924E3E","2024-10-01",3,4,4,4,4,27.4,47,55.7,16.1,0,48,52,20.6,19.8,24.7,25.9,9,9.888,9.504,11.856,12.432,4.32,10.712,10.296,12.844,13.468,4.68,25.43,6.67,60.5,11.6,27.9,0,"양식음식점","행당제1동"
"A1886B3C8E","2024-07-01",4,4,2,3,5,70.1,68.6,24.8,14.2,0,53.9539,46.1461,23.4,38.2,17.9,17.3,3.3,12.6126,20.5898,9.6481,9.3247,1.7787,10.7874,17.6102,8.2519,7.9753,1.5213,38.57,4.73,32.5,23.4,44.2,1,"커피-음료","용답동"
"A2C52B6B6A","2023-07-01",5,4,3,3,4,72.8,145.9,29.5,17,0,23.9,76.1,59.2,27.8,4.7,7,1.3,14.1488,6.6442,1.1233,1.673,0.3107,45.0512,21.1558,3.5767,5.327,0.9893,13.57,8.95,0.9,9.3,89.7,1,"한식음식점","성수2가제1동"
"BE795585AC","2024-01-01",4,1,1,1,3,792.5,328.4,0.2,16.6,0,46.5,53.5,42.8,29.9,15.9,9.5,1.9,19.902,13.9035,7.3935,4.4175,0.8835,22.898,15.9965,8.5065,5.0825,1.0165,9.29,4.85,11.3,17.5,71.3,1,"분식전문점","성수2가제3동"
"BF6A6456AB","2024-06-01",6,1,4,4,1,311,37.8,13,18.9,0,60.4,39.6,6.7,43.8,14.6,22.5,12.4,4.0468,26.4552,8.8184,13.59,7.4896,2.6532,17.3448,5.7816,8.91,4.9104,18.92,8.78,22.2,33.3,44.4,1,"한식음식점","성수1가제2동"
"BF6A6456AB","2024-09-01",5,2,4,4,1,192.2,53.8,9.5,18.9,0,61.2,38.8,9.4,39.4,16.5,20.5,14.2,5.7528,24.1128,10.098,12.546,8.6904,3.6472,15.2872,6.402,7.954,5.5096,22.73,6.06,7.1,50,42.9,1,"한식음식점","성수1가제2동"
"BF6A6456AB","2024-10-01",5,2,4,4,1,186.7,29.6,8.6,18.9,0,63.7637,36.3363,10.3,36.8,18.4,20.6,14,6.5611,23.4416,11.7208,13.1222,8.918,3.7389,13.3584,6.6792,7.4778,5.082,21.9,5.71,0,33.3,66.7,1,"한식음식점","성수1가제2동"
"CF19A96F63","2024-04-01",4,1,2,2,3,268.8,357.9,8.4,19.7,0,32.6,67.4,49.9,31.8,8.9,7,2.4,16.2674,10.3668,2.9014,2.282,0.7824,33.6326,21.4332,5.9986,4.718,1.6176,14.69,10.74,6.9,5.6,87.5,1,"양식음식점","성수1가제2동"
"CF19A96F63","2023-06-01",4,1,2,2,3,236.2,350.2,7.9,19.8,0,31.7,68.3,53.9,28.4,8.4,7.7,1.6,17.0863,9.0028,2.6628,2.4409,0.5072,36.8137,19.3972,5.7372,5.2591,1.0928,14.03,8.56,9.1,7.8,83,1,"양식음식점","성수1가제2동"
"CF19A96F63","2024-02-01",4,2,3,2,3,158.4,251.2,8.3,19.5,0,32.1,67.9,50,31.1,8.9,7.7,2.3,16.05,9.9831,2.8569,2.4717,0.7383,33.95,21.1169,6.0431,5.2283,1.5617,14.98,5.73,5.2,14.2,80.6,1,"양식음식점","성수1가제2동"
"E2BDC284DA","2024-03-01",3,5,5,5,3,4.3,2.6,79.7,17.3,0,31.1,68.9,10.5,21.1,10.5,52.6,5.3,3.2655,6.5621,3.2655,16.3586,1.6483,7.2345,14.5379,7.2345,36.2414,3.6517,15.38,7.69,0,0,100,1,"한식음식점","용답동"
"E2BDC284DA","2023-08-01",3,6,6,6,6,0,0,79.4,17,0,51.4485,48.4515,5.9,17.6,17.6,41.2,17.6,3.0385,9.064,9.064,21.218,9.064,2.8615,8.536,8.536,19.982,8.536,12.5,0,NA,NA,NA,1,"한식음식점","용답동"
"E2BDC284DA","2023-09-01",3,5,5,5,3,5.1,3.7,79.1,17,0,53.8,46.2,10,20,15,40,15,5.38,10.76,8.07,21.52,8.07,4.62,9.24,6.93,18.48,6.93,11.76,11.76,0,33.3,66.7,1,"한식음식점","용답동"
"E4E4B45D06","2023-09-01",4,4,3,4,5,45.1,33.3,42.5,13.5,0,29.2707,70.6293,9.1,36.3,26.1,20.3,8.1,2.6663,10.6359,7.6473,5.9479,2.3733,6.4337,25.6641,18.4527,14.3521,5.7267,35.23,4.98,69.4,5.6,25,1,"커피-음료","금호1가동"
"E76CBA6E55","2024-09-01",4,3,3,3,3,199.6,194.1,9.6,17.1,0,57.6,42.4,15.9,28.2,25.5,19.8,10.6,9.1584,16.2432,14.688,11.4048,6.1056,6.7416,11.9568,10.812,8.3952,4.4944,15.02,7.66,38.2,1.5,60.3,0,"치킨전문점","왕십리도선동"
"EDDF492971","2023-09-01",3,2,3,2,3,289.6,243,6.5,20.8,0,30.6693,69.2307,38.2,30.1,17.3,10.8,3.5,11.7274,9.2407,5.3111,3.3156,1.0745,26.4726,20.8593,11.9889,7.4844,2.4255,3.27,10.03,13.8,1.5,84.6,1,"양식음식점","성수1가제2동"
"EDDF492971","2024-05-01",3,2,3,2,2,283.7,239.2,6.5,19,0,27.6,72.4,39.6,28.9,17.3,10.5,3.7,10.9296,7.9764,4.7748,2.898,1.0212,28.6704,20.9236,12.5252,7.602,2.6788,3.63,10.02,7.8,3.9,88.3,1,"양식음식점","성수1가제2동"
"EDDF492971","2023-04-01",3,1,3,2,3,301.3,263.2,5.3,21.9,0,31.4685,68.4315,37,32.4,18.1,9.2,3.2,11.655,10.206,5.7015,2.898,1.008,25.345,22.194,12.3985,6.302,2.192,2.92,9.92,12.5,2.8,84.7,1,"양식음식점","성수1가제2동"
"EDDF492971","2023-12-01",3,3,4,3,3,99.2,98.1,6.8,19.3,0,30.3,69.7,38.2,29.5,17.1,11.4,3.8,11.5746,8.9385,5.1813,3.4542,1.1514,26.6254,20.5615,11.9187,7.9458,2.6486,3.25,3.89,6,0,94,1,"양식음식점","성수1가제2동"
"EDDF492971","2024-09-01",3,3,4,3,3,117.5,103.8,7.3,18.9,0,29.3,70.7,38.7,30,16.7,10.6,4,11.3391,8.79,4.8931,3.1058,1.172,27.3609,21.21,11.8069,7.4942,2.828,4.1,4.37,17.6,2,80.4,1,"양식음식점","성수1가제2동"
"F200A12359","2024-02-01",6,4,4,4,4,49.9,82.5,41.5,17.5,0,60.4,39.6,24.4,31.7,19.1,14.9,9.9,14.7376,19.1468,11.5364,8.9996,5.9796,9.6624,12.5532,7.5636,5.9004,3.9204,33.33,6.94,20.7,37.9,41.4,1,"한식음식점","송정동"
"F200A12359","2024-07-01",5,4,4,4,4,28.4,42.1,33.2,17.3,0,57.1,42.9,24.1,31.7,20.3,14.8,9.1,13.7611,18.1007,11.5913,8.4508,5.1961,10.3389,13.5993,8.7087,6.3492,3.9039,32.81,3.75,10.5,21.1,68.4,1,"한식음식점","송정동"
"F200A12359","2024-01-01",6,4,3,3,4,58.4,99,43.7,17.5,0,61.3,38.7,23.4,31,20.4,15.7,9.5,14.3442,19.003,12.5052,9.6241,5.8235,9.0558,11.997,7.8948,6.0759,3.6765,31.34,12.94,27.7,29.8,42.6,1,"한식음식점","송정동"
"F5A4D98110","2023-01-01",5,3,3,3,4,84.8,123.5,34.1,15.8,0,39.8,60.2,46.6,19.7,15,15.8,2.9,18.5468,7.8406,5.97,6.2884,1.1542,28.0532,11.8594,9.03,9.5116,1.7458,34.17,10.39,38.6,13.6,47.7,1,"중식음식점","왕십리도선동"
"F5A4D98110","2023-02-01",5,3,3,3,4,89.4,142.7,32.7,16.3,0,39,61,47.7,19.2,14.8,15.2,3.1,18.603,7.488,5.772,5.928,1.209,29.097,11.712,9.028,9.272,1.891,35.3,10.38,36.2,10.6,53.2,1,"중식음식점","왕십리도선동"
"F5A4D98110","2023-08-01",5,3,3,3,4,97.9,134.5,25.9,17.3,0,38.8,61.2,50.3,19.8,15,12,2.9,19.5164,7.6824,5.82,4.656,1.1252,30.7836,12.1176,9.18,7.344,1.7748,34.2,6.67,41.2,10.6,48.2,1,"중식음식점","왕십리도선동"
"F7AB2719E7","2024-03-01",3,6,6,6,6,0,0,68.7,17.3,1,100,0,0,0,9.1,27.3,63.6,0,0,9.1,27.3,63.6,0,0,0,0,0,50,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"FBC56DE125","2023-03-01",5,5,5,5,3,11.8,11.9,39.8,18.7,0,62.7372,37.1628,35.3,41.1,14.4,6.9,2.2,22.1684,25.8108,9.0432,4.3332,1.3816,13.1316,15.2892,5.3568,2.5668,0.8184,29.23,2.29,12.5,25,62.5,1,"양식음식점","성수2가제3동"
"FBC56DE125","2023-01-01",6,4,4,4,3,30.2,31.2,39.5,17.5,0,62.3,37.7,36.1,40.3,14.5,6.8,2.3,22.4903,25.1069,9.0335,4.2364,1.4329,13.6097,15.1931,5.4665,2.5636,0.8671,29.62,4.11,7.1,7.1,85.7,1,"양식음식점","성수2가제3동"
"FCAF2BC53E","2023-01-01",3,3,1,1,5,206.4,378.8,5.1,10.3,0,51.5,48.5,64.3,15.6,9.6,8.6,1.9,33.1145,8.034,4.944,4.429,0.9785,31.1855,7.566,4.656,4.171,0.9215,30.38,4.56,35.4,9.3,55.2,0,"커피-음료","사근동"
"FCAF2BC53E","2023-07-01",3,3,1,1,5,201.2,340.9,4.2,12.5,0,49.4505,50.4495,64.9,14.5,9.6,9.2,1.7,32.1255,7.1775,4.752,4.554,0.8415,32.7745,7.3225,4.848,4.646,0.8585,31.73,5.89,42.1,8.8,49.1,0,"커피-음료","사근동"
"FCAF2BC53E","2023-10-01",3,3,1,1,6,220.1,431.3,4.6,14.3,0,48.8488,51.2512,63.9,14.6,9.8,9.8,2,31.1832,7.1248,4.7824,4.7824,0.976,32.7168,7.4752,5.0176,5.0176,1.024,32.04,6.15,38.1,6.7,55.2,0,"커피-음료","사근동"
"FCAF2BC53E","2024-05-01",2,2,1,1,6,266,482.2,5.6,14.5,0,47.6,52.4,61.9,15.1,10,10.5,2.5,29.4644,7.1876,4.76,4.998,1.19,32.4356,7.9124,5.24,5.502,1.31,31.79,8.91,35.9,6.5,57.6,0,"커피-음료","사근동"
"FCAF2BC53E","2024-03-01",3,2,1,1,5,250.9,439.8,5.3,14.3,0,47.3526,52.5474,63.3,14.6,9.6,10.2,2.2,30.0042,6.9204,4.5504,4.8348,1.0428,33.2958,7.6796,5.0496,5.3652,1.1572,31.87,7.51,35.5,8.9,55.6,0,"커피-음료","사근동"
"202266AAE4","2024-03-01",4,3,2,1,4,160.7,386.4,7.1,17.3,1,21.7,78.3,55.6,26.9,7.1,8.3,2.1,12.0652,5.8373,1.5407,1.8011,0.4557,43.5348,21.0627,5.5593,6.4989,1.6443,21.43,5.9,14,14,72,1,"한식음식점","성수2가제3동"
"202266AAE4","2024-12-01",4,2,2,1,4,147.8,462.1,12.9,16.2,1,20.3,79.7,55.3,27.1,8,7.8,1.8,11.2259,5.5013,1.624,1.5834,0.3654,44.0741,21.5987,6.376,6.2166,1.4346,21.06,7.53,12.6,12.6,74.9,1,"한식음식점","성수2가제3동"
"202266AAE4","2023-03-01",5,2,1,1,4,268.2,517.1,9.8,15.9,1,21.7217,78.3783,58.4,25.6,7.1,7.7,1.3,12.6728,5.5552,1.5407,1.6709,0.2821,45.7272,20.0448,5.5593,6.0291,1.0179,19.39,10.83,14.8,14.5,70.7,1,"한식음식점","성수2가제3동"
"2889D57BC9","2023-10-01",2,5,5,5,2,16.9,7.3,43.5,10.7,1,45.045,55.055,0,10.9,8.7,10.9,69.6,0,4.905,3.915,4.905,31.32,0,5.995,4.785,5.995,38.28,38.24,5.88,66.7,0,33.3,1,"반찬가게","성수2가제3동"
"2FB0335820","2023-07-01",4,6,6,6,6,0,0,75.8,21.7,1,94.4,5.6,0,40,60,0,0,0,37.76,56.64,0,0,0,2.24,3.36,0,0,20,0,NA,NA,NA,1,"호프-간이주점","금호2.3가동"
"2FB0335820","2024-07-01",4,5,5,5,1,17.4,5.9,42.5,13.3,1,80.2,19.8,0,10.5,36.8,47.4,5.3,0,8.421,29.5136,38.0148,4.2506,0,2.079,7.2864,9.3852,1.0494,29.41,5.88,0,0,100,1,"호프-간이주점","금호2.3가동"
"32F21633BE","2023-03-01",4,3,3,3,4,106.8,264.3,13.6,21.1,0,62.5,37.5,41,23.6,15.2,14.9,5.3,25.625,14.75,9.5,9.3125,3.3125,15.375,8.85,5.7,5.5875,1.9875,41.25,5.16,38.1,12.4,49.6,1,"한식음식점","왕십리제2동"
"32F21633BE","2023-09-01",4,3,2,2,4,114.6,334.5,15.2,20.8,0,64.2,35.8,37.3,26.8,15.7,14.3,5.9,23.9466,17.2056,10.0794,9.1806,3.7878,13.3534,9.5944,5.6206,5.1194,2.1122,37.01,4.98,41.1,13.7,45.2,1,"한식음식점","왕십리제2동"
"40AA7DDA7E","2023-03-01",4,3,3,3,4,106.6,208.8,18.4,21.1,0,61.3,38.7,15.7,22.9,24.4,23.9,13.1,9.6241,14.0377,14.9572,14.6507,8.0303,6.0759,8.8623,9.4428,9.2493,5.0697,36.25,7,44.8,31,24.1,1,"한식음식점","행당제1동"
"4E8BDFA3D8","2024-03-01",5,3,2,2,5,143.3,296.6,17.8,14.4,0,65.5,34.5,28,37.7,18.4,10.4,5.5,18.34,24.6935,12.052,6.812,3.6025,9.66,13.0065,6.348,3.588,1.8975,40.02,7.38,43.3,9,47.8,0,"한식음식점","왕십리도선동"
"4F98FE8D27","2024-04-01",2,6,6,6,6,0,0,79.3,19.3,1,93.8874,6.3126,18.8,12.5,18.8,18.8,31.3,17.6156,11.7125,17.6156,17.6156,29.3281,1.1844,0.7875,1.1844,1.1844,1.9719,29.41,0,NA,NA,NA,1,"한식음식점","마장동"
"4F98FE8D27","2024-03-01",2,6,5,5,4,1.3,3.6,78.2,19.2,1,93.8874,6.3126,18.8,12.5,18.8,18.8,31.3,17.6156,11.7125,17.6156,17.6156,29.3281,1.1844,0.7875,1.1844,1.1844,1.9719,29.41,11.76,0,0,100,1,"한식음식점","마장동"
"57B4E2F996","2023-06-01",3,5,5,5,4,3.8,4.8,65.2,16.9,1,66.2,33.8,15.9,12.7,9.5,34.9,27,10.5258,8.4074,6.289,23.1038,17.874,5.3742,4.2926,3.211,11.7962,9.126,16.95,1.69,0,0,100,1,"한식음식점","왕십리도선동"
"5AFF1D97F2","2023-12-01",6,3,2,2,4,109.4,231.9,55,17.3,0,69.8,30.2,40,33.6,11.6,7.6,7.2,27.92,23.4528,8.0968,5.3048,5.0256,12.08,10.1472,3.5032,2.2952,2.1744,26.32,38.16,42,9.2,48.7,1,"한식음식점","왕십리제2동"
"61A7EE0050","2023-10-01",4,5,5,5,2,14.3,2.4,16.1,9,1,33.8,66.2,2.2,7.7,7.7,24.2,58.2,0.7436,2.6026,2.6026,8.1796,19.6716,1.4564,5.0974,5.0974,16.0204,38.5284,24.1,1.2,100,0,0,1,"제과점","금호2.3가동"
"61A7EE0050","2024-01-01",3,5,5,5,3,27.2,13,14.2,8.1,1,41.3413,58.7587,2.6,5.1,9,24.4,59,1.0738,2.1063,3.717,10.0772,24.367,1.5262,2.9937,5.283,14.3228,34.633,18.67,8,77.8,0,22.2,1,"제과점","금호2.3가동"
"701E62EE56","2024-08-01",4,3,3,3,3,107.9,135.4,10.1,18.9,0,46.0539,53.8461,57.8,19.8,8.7,10.5,3.1,26.6458,9.1278,4.0107,4.8405,1.4291,31.1542,10.6722,4.6893,5.6595,1.6709,14.17,5.09,33.8,8.1,58.1,1,"한식음식점","사근동"
"73583653A0","2024-08-01",3,3,2,2,5,212.7,285.7,6.9,15.7,0,61.7,38.3,20,30.2,22.1,19.9,7.8,12.34,18.6334,13.6357,12.2783,4.8126,7.66,11.5666,8.4643,7.6217,2.9874,37.48,5.64,37.5,33,29.5,1,"분식전문점","성수1가제2동"
"7E63F9E0CF","2023-09-01",6,5,4,4,5,24.8,20.4,84,13.5,1,44,56,40.4,36.8,8.8,10.5,3.5,17.776,16.192,3.872,4.62,1.54,22.624,20.608,4.928,5.88,1.96,15.25,66.1,40.5,40.5,18.9,1,"커피-음료","성수1가제2동"
"81E3DAF03B","2024-10-01",3,5,5,5,4,5.1,12.4,87.7,17.1,1,66.7,33.3,30,30,30,10,0,20.01,20.01,20.01,6.67,0,9.99,9.99,9.99,3.33,0,0,100,30,0,70,1,"한식음식점","성수2가제1동"
"8CF39A31E0","2023-12-01",3,3,3,3,4,111.6,237.7,14,19.3,1,55.9,44.1,22.4,29.7,20.2,17.3,10.4,12.5216,16.6023,11.2918,9.6707,5.8136,9.8784,13.0977,8.9082,7.6293,4.5864,42.08,4,21.3,36.1,42.6,1,"일식음식점","성수2가제1동"
"90AFF4E6B1","2024-11-01",4,3,4,4,2,138.4,80.3,18.9,13.4,1,63.8,36.2,58.9,24.8,7.9,7,1.4,37.5782,15.8224,5.0402,4.466,0.8932,21.3218,8.9776,2.8598,2.534,0.5068,6.29,5.48,24.1,3.4,72.4,1,"호프-간이주점","사근동"
"A0EB1A75A7","2023-11-01",4,6,6,6,6,0,0,93.8,17.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"한식음식점","성수2가제1동"
"B5F66DDC32","2023-07-01",5,3,3,3,4,114.4,145.9,20.8,17,0,55.6,44.4,35,44.1,11.6,7.2,2.1,19.46,24.5196,6.4496,4.0032,1.1676,15.54,19.5804,5.1504,3.1968,0.9324,26.75,7.95,12.2,26.8,61,1,"일식음식점","성수2가제3동"
